bank_transaction_id,bank_transaction_description,bank_transaction_amount,bank_transaction_type
21789250,SUNDRY DEBIT halfords CONTACTLESS,-8.6,DEB
21789251,fuel servicesuk  Apple Pay,-21.3,MPO
21789252,ON 2019-8-28 smart parking chelsea london Cash at Transact,-36.46,CSH
21789253,TESCO PAY AT PUMP 17Jul19,-8.65,MPO
21789254,SUNDRY DEBIT   TESCO PAY AT PUMP,-25.0,DEB
21789255,"diamond valeting, tyres & service",-18.86,DD
21789256,CAR RENTAL INSURANCE  CONTACTLESS,-18.9,DEB
21789257,22Aug19 ADMIRAL INSURANCE,-33.19,CSH
21789258,ringgo mobile parking CARD PAYMENT,-40.45,DEB
21789259,Sundry debit: 7Jul19 CARD PAYMENT PARKING,-15.87,DEB
21789260,toyota  ON 10 Aug,-13.19,DD
21789261,Sundry debit:  PARKING ON 5 Jul,-21.14,MPO
21789262,tesco pay at pump,-25.48,MPO
21789263,ON 20 Jul rent-a-car CONTACTLESS,-13.31,DEB
21789264,Fin: VIA MOBILE ONLINE  amznmktplace,-27.06,MPO
21789265,15Jul19  ENTERPRISE CAR RENTAL,-35.09,CSH
21789266,Fin:  DVLA,-33.56,MPO
21789267,van diesel,-5.96,DEB
21789268,Sundry debit: 18Aug19 shell garage VIA MOBILE,-18.3,MPO
21789269,SUNDRY DEBIT  CARD PAYMENT ASDA PETROL,-24.88,DEB
21789270,Sundry debit: ON 3 Jul  M6 TOLL,-28.72,MPO
21789271,Apple Pay ENTERPRISE CAR RENTAL,-17.87,MPO
21789272,CAR RENTAL INSURANCE,-18.57,CSH
21789273,Fin: CARD PAYMENT  axa insurance,-28.22,DEB
21789274,HALFORDS,-14.16,DEB
21789275,ON 26 Aug PAYPAL PAYMENT,-16.92,CSH
21789276,Sundry debit: Cash at Transact  dvla,-39.44,CSH
21789277,Sundry debit:  FUEL SERVICE STATION CARD PAYMENT,-27.64,DEB
21789278,Sundry debit: ON 5 Aug CARD PAYMENT VAN DIESEL,-18.26,DEB
21789279,shell garage,-16.81,DEB
21789280,SHELL GARAGE,-24.55,DD
21789281,ON 18 Jul CONTACTLESS halfords,-26.24,DEB
21789282,25Aug19 paypal payment,-24.34,DEB
21789283,Sundry debit: ADMIRAL INSURANCE CARD PAYMENT ON 5 Aug,-28.23,DEB
21789284,SUNDRY DEBIT Direct Debit 9Aug19 tebay services north,-28.64,DD
21789285,Sundry debit:  RINGGO MOBILE PARKING,-17.16,DEB
21789286,sainsburys petrol CARD PAYMENT,-23.24,DEB
21789287,CARD PAYMENT PAYPAL PAYMENT ON 3 Aug,-23.18,DEB
21789288,Fin:  TESCO PAY AT PUMP,-11.08,CSH
21789289,CARD PAYMENT  axa insurance,-18.25,DEB
21789290,SHELL GARAGE,-22.19,DEB
21789291,SUNDRY DEBIT  CONTACTLESS SAINSBURYS PETROL,-18.32,DEB
21789292,Fin: tebay services north ON 25 Aug,-14.58,DD
21789293,"SUNDRY DEBIT DIAMOND VALETING, TYRES & SERVICE  9Jul19",-39.2,DEB
21789294,SUNDRY DEBIT SHELL GARAGE CARD PAYMENT ON 28 Jul,-13.17,DEB
21789295,ringgo mobile parking,-23.2,DEB
21789296,bp moto manchester,-42.42,DEB
21789297,PARKING,-5.49,DD
21789298,SHELL GARAGE VIA MOBILE ONLINE ON 2019-8-29,-35.05,MPO
21789299,Sundry debit:   DVLA VEHICLE TAX,-4.84,MPO
21789300,CARD PAYMENT 13Aug19 axa insurance,-40.0,DEB
21789301,asda petrol,-4.12,CSH
21789302,parking Direct Debit,-25.09,DD
21789303,tesco pay at pump CARD PAYMENT,-17.35,DEB
21789304,ON 12 Aug Cash at Transact UK FUELS LTD,-15.78,CSH
21789305,AMZNMKTPLACE,-16.54,DEB
21789306,Apple Pay tebay services north,-15.3,MPO
21789307,VIA MOBILE  PARKING,-12.34,MPO
21789308,PARKING ON 17 Jul,-15.66,DEB
21789309,SUNDRY DEBIT morrison petrol CARD PAYMENT,-21.33,DEB
21789310,ON 4 Aug RENT-A-CAR VIA MOBILE ONLINE,-15.6,MPO
21789311,CONTACTLESS 16Jul19 enterprise car rental,-11.42,DEB
21789312,ADMIRAL INSURANCE ON 2019-8-1,-10.35,DEB
21789313,Sundry debit: ADMIRAL INSURANCE,-4.97,DD
21789314,RINGGO MOBILE PARKING,-14.79,DEB
21789315,TEBAY SERVICES NORTH,-45.12,DEB
21789316,SUNDRY DEBIT tyre services  CARD PAYMENT,-21.79,DEB
21789317,Sundry debit: Apple Pay  tesco pay at pump,-17.24,MPO
21789318,ON 2019-8-13 tebay services north CARD PAYMENT,-16.65,DEB
21789319,ON 2019-7-18 m6 toll,-33.99,CSH
21789320,tesco pay at pump,-3.39,DEB
21789321,15Jul19 Apple Pay MORRISON PETROL,-15.83,MPO
21789322,PARKING  Cash at Transact,-29.02,CSH
21789323,parking,-31.52,DEB
21789324,car rental insurance,-27.12,DEB
21789325,SUNDRY DEBIT CAR RENTAL INSURANCE ON 2019-7-7,-19.95,MPO
21789326,Fin: ASDA PETROL,-27.65,CSH
21789327,19Jul19 van diesel,-22.13,MPO
21789328,uk fuels ltd 2Aug19 CONTACTLESS,-23.62,DEB
21789329,UK FUELS LTD ON 12 Aug CARD PAYMENT,-33.79,DEB
21789330,CONTACTLESS HALFORDS,-25.73,DEB
21789331,VIA MOBILE ONLINE  tebay services north,-33.76,MPO
21789332,ringgo parking    basingstoke ON 2019-8-19,-19.65,DEB
21789333,VIA MOBILE ONLINE PARKING ON 2019-8-9,-17.12,MPO
21789334,CARD PAYMENT  PARKING,-10.07,DEB
21789335,TESCO PAY AT PUMP  ON 29 Jul,-37.56,DEB
21789336,van diesel,-19.83,CSH
21789337,SUNDRY DEBIT RINGGO MOBILE PARKING,-21.46,MPO
21789338,ON 2019-7-14  ENTERPRISE CAR RENTAL,-45.14,CSH
21789339,GEORGE STREET CARPARK 12Aug19,-9.73,DEB
21789340,SUNDRY DEBIT ON 2019-7-28 MORRISON PETROL,-7.93,DEB
21789341,CONTACTLESS tesco pay at pump,-15.01,DEB
21789342,Sundry debit: CONTACTLESS PARKING,-35.56,DEB
21789343,ON 2019-8-10  SAINSBURYS PETROL,-24.75,MPO
21789344,Fin:   tebay services north,-6.93,DD
21789345,SUNDRY DEBIT  camden parking,-17.68,MPO
21789346,fuel servicesuk,-2.71,DEB
21789347,MORRISON PETROL,-2.1,DD
21789348,Apple Pay INSURANCE,-39.34,MPO
21789349,tyre services 16Jul19 Cash at Transact,-36.23,CSH
21789350,Cash at Transact asda petrol,-20.65,CSH
21789351,SMART PARKING CHELSEA LONDON Direct Debit,-7.15,DD
21789352,ON 8 Jul CAR RENTAL INSURANCE,-20.07,DEB
21789353,Fin: CARD PAYMENT ON 25 Aug VAN DIESEL,-34.11,DEB
21789354,SUNDRY DEBIT CARD PAYMENT FUEL SERVICESUK,-37.86,DEB
21789355,SUNDRY DEBIT CARD PAYMENT halfords ON 31 Aug,-26.01,DEB
21789356,van diesel CARD PAYMENT,-11.68,DEB
21789357,PAYPAL PAYMENT 20Aug19,-16.36,DEB
21789358,Sundry debit:  fuel service station,-20.88,CSH
21789359,wandsworth parking  Apple Pay,-22.29,MPO
21789360,SUNDRY DEBIT   RENT-A-CAR,-24.18,DD
21789361,SUNDRY DEBIT ON 2019-7-31 ringgo mobile parking,-43.12,MPO
21789362,"CONTACTLESS  diamond valeting, tyres & service",-22.53,DEB
21789363,SUNDRY DEBIT 24Aug19  dvla,-44.25,DEB
21789364,TEBAY SERVICES NORTH,-19.14,MPO
21789365,SUNDRY DEBIT ON 30 Aug CONTACTLESS RINGGO MOBILE PARKING,-35.51,DEB
21789366,Sundry debit:   FUEL SERVICE STATION,-18.92,DEB
21789367,Sundry debit: m6 toll  CONTACTLESS,-12.52,DEB
21789368,7Jul19 dvla vehicle tax,-6.59,MPO
21789369,SUNDRY DEBIT VIA MOBILE ONLINE ON 1 Jul AMZNMKTPLACE,-16.67,MPO
21789370,smart parking chelsea london,-13.07,DEB
21789371,ON 2019-7-12 CONTACTLESS UK FUELS LTD,-29.25,DEB
21789372,6Jul19 SHELL GARAGE,-22.9,MPO
21789373,Fin:  CARD PAYMENT INSURANCE,-29.13,DEB
21789374,Fin:   ringgo mobile parking,-32.99,DEB
21789375,ON 2019-7-21 tebay services north Direct Debit,-32.28,DD
21789376,sainsburys petrol ON 4 Aug CONTACTLESS,-31.96,DEB
21789377,insurance,-14.15,DEB
21789378,CARD PAYMENT george street carpark 17Jul19,-14.65,DEB
21789379,ON 2019-7-6  dvla vehicle tax,-12.4,CSH
21789380,DVLA 17Jul19,-28.21,MPO
21789381,Fin: asda stores petrol,-25.95,DEB
21789382,VAN DIESEL CONTACTLESS ON 2019-7-11,-17.97,DEB
21789383,Fin:  DIRECTLINE INS ON 2019-7-16,-5.39,DD
21789384,DIESEL PAYMENT,-33.08,DD
21789385,ENTERPRISE CAR RENTAL VIA MOBILE,-40.69,MPO
21789386,shell garage VIA MOBILE ONLINE 29Jul19,-23.3,MPO
21789387,Fin:  5Aug19 m6 toll,-21.83,DEB
21789388,FUEL SERVICE STATION,-16.81,DEB
21789389,ASDA STORES PETROL 1Aug19,-26.33,DEB
21789390,asda petrol  ON 2019-8-14,-41.54,DEB
21789391,CAR RENTAL INSURANCE,-6.11,CSH
21789392,FORD,-8.62,DEB
21789393,sainsburys petrol 7Aug19,-17.74,DEB
21789394,tebay services north,-19.83,DEB
21789395,5Aug19 parking,-22.4,DEB
21789396,Fin: CARD PAYMENT toyota 9Aug19,-24.54,DEB
21789397,Fin:  TYRE SERVICES,-10.63,DEB
21789398,Sundry debit: camden parking CARD PAYMENT,-14.24,DEB
21789399,Fin: FUEL SERVICESUK  27Aug19,-20.88,DEB
21789400,Fin:   SHELL GARAGE,-19.06,MPO
21789401,FUEL SERVICE STATION ON 2019-7-10,-20.58,DEB
21789402,SUNDRY DEBIT dvla  15Aug19,-32.91,DEB
21789403,directline ins,-18.18,DEB
21789404,bp moto manchester,-32.56,MPO
21789405,Apple Pay ON 2019-7-25 FORD,-24.31,MPO
21789406,Sundry debit:  MORRISON PETROL ON 2019-7-22,-19.78,DEB
21789407,UK FUELS LTD ON 2019-7-11 Cash at Transact,-8.43,CSH
21789408,Sundry debit:   admiral insurance,-33.32,MPO
21789409,ASDA PETROL,-7.05,DEB
21789410,SUNDRY DEBIT shell garage ON 22 Aug,-33.62,MPO
21789411,SMART PARKING CHELSEA LONDON,-22.81,MPO
21789412,12Aug19  car rental insurance,-7.47,DEB
21789413,dvla vehicle tax,-42.85,DEB
21789414,asda petrol,-11.95,DEB
21789415,CAR RENTAL INSURANCE ON 21 Jul,-17.24,DEB
21789416,Fin: UK FUELS LTD ON 2019-8-25 Direct Debit,-15.39,DD
21789417,tesco pay at pump,-20.19,DEB
21789418,SUNDRY DEBIT dvla vehicle tax  15Jul19,-30.59,DEB
21789419,"ON 4 Jul diamond valeting, tyres & service CONTACTLESS",-4.42,DEB
21789420,CAMDEN PARKING,-15.23,CSH
21789421,car rental insurance VIA MOBILE,-18.37,MPO
21789422,CAR RENTAL INSURANCE,-16.08,DD
21789423,tesco pay at pump,-27.14,DEB
21789424,Fin:  CONTACTLESS dvla vehicle tax,-28.73,DEB
21789425,tebay services north CONTACTLESS ON 2019-8-28,-7.83,DEB
21789426,CONTACTLESS ringgo mobile parking,-16.4,DEB
21789427,ON 30 Aug shell oldbury,-22.17,DD
21789428,Fin: AMZNMKTPLACE ON 2019-7-31 Direct Debit,-36.5,DD
21789429,enterprise car rental ON 17 Aug,-21.28,MPO
21789430,SUNDRY DEBIT dvla vehicle tax  CONTACTLESS,-24.8,DEB
21789431,Sundry debit: asda petrol CARD PAYMENT ON 23 Aug,-12.24,DEB
21789432,parking ON 2019-7-24 CONTACTLESS,-17.75,DEB
21789433,tesco pay at pump,-36.58,CSH
21789434,fuel service station VIA MOBILE ONLINE,-27.02,MPO
21789435,SUNDRY DEBIT car rental insurance  9Jul19,-24.19,DEB
21789436,HALFORDS,-40.07,DEB
21789437,TEBAY SERVICES NORTH CONTACTLESS,-31.35,DEB
21789438,m6 toll  ON 2019-7-29,-10.39,MPO
21789439,ON 7 Aug  parking,-11.71,DEB
21789440,CAMDEN PARKING,-29.93,CSH
21789441,SMART PARKING CHELSEA LONDON,-13.59,CSH
21789442,Sundry debit: UK FUELS LTD Direct Debit,-31.96,DD
21789443,enterprise car rental ON 2019-7-28 CARD PAYMENT,-35.96,DEB
21789444,UK FUELS LTD  Cash at Transact,-8.32,CSH
21789445,CAMDEN PARKING,-34.5,DD
21789446,enterprise car rental,-10.25,DEB
21789447,SUNDRY DEBIT 26Jul19 FUEL SERVICE STATION Direct Debit,-19.2,DD
21789448,M6 TOLL  22Jul19,-12.85,CSH
21789449,ringgo mobile parking 23Jul19,-28.71,DD
21789450,Sundry debit: asda stores petrol,-6.15,MPO
21789451,ringgo mobile parking ON 2019-7-13,-38.35,DEB
21789452,dvla vehicle tax,-4.83,CSH
21789453,Fin:   parking,-7.24,DEB
21789454,insurance Apple Pay,-41.15,MPO
21789455,ON 25 Aug  dvla vehicle tax,-26.76,DD
21789456,RENT-A-CAR ON 18 Jul,-23.7,DD
21789457,CARD PAYMENT halfords,-5.55,DEB
21789458,Fin: ON 25 Jul CONTACTLESS tyre services,-22.4,DEB
21789459,SUNDRY DEBIT  tesco pay at pump ON 2019-7-26,-39.52,DEB
21789460,admiral insurance,-46.9,CSH
21789461,uk fuels ltd,-11.5,MPO
21789462,Sundry debit:  bp moto manchester ON 15 Aug,-22.39,CSH
21789463,Fin: ENTERPRISE CAR RENTAL  31Jul19,-27.39,DEB
21789464,VAN DIESEL,-30.82,DEB
21789465,SUNDRY DEBIT   INSURANCE,-41.63,DEB
21789466,CONTACTLESS asda petrol,-25.36,DEB
21789467,Fin: VIA MOBILE ONLINE shell oldbury 4Aug19,-32.66,MPO
21789468,FUEL SERVICESUK 25Aug19,-16.34,MPO
21789469,SUNDRY DEBIT  21Aug19 freeborn garages,-7.85,DEB
21789470,Fin: GEORGE STREET CARPARK ON 2019-7-25,-24.55,DEB
21789471,TESCO PAY AT PUMP,-27.01,DEB
21789472,car rental insurance,-22.66,DEB
21789473,Fin: van diesel,-27.52,DEB
21789474,DVLA VEHICLE TAX ON 2019-7-4,-21.03,DEB
21789475,car rental insurance 31Aug19,-16.77,DEB
21789476,ON 2019-8-12 enterprise car rental,-36.7,CSH
21789477,SUNDRY DEBIT  ON 2019-8-4 wandsworth parking,-18.71,CSH
21789478,ON 2019-8-25 smart parking chelsea london,-22.36,CSH
21789479,SUNDRY DEBIT tebay services north  Apple Pay,-27.18,MPO
21789480,ON 2019-8-15 diesel payment,-3.16,DEB
21789481,SMART PARKING CHELSEA LONDON,-28.62,DEB
21789482,30Jul19 AMZNMKTPLACE CONTACTLESS,-12.23,DEB
21789483,Sundry debit:  rent-a-car 28Aug19,-21.5,DEB
21789484,FORD  CONTACTLESS,-15.58,DEB
21789485,Fin: Direct Debit ON 2019-8-28 halfords,-22.18,DD
21789486,Sundry debit: VIA MOBILE ONLINE ON 2019-8-19 FREEBORN GARAGES,-15.07,MPO
21789487,Sundry debit: ON 2019-7-26  dvla,-27.72,DEB
21789488,Sundry debit:  ADMIRAL INSURANCE,-17.42,DD
21789489,tyre services,-45.28,DD
21789490,ADMIRAL INSURANCE 10Aug19,-2.22,DEB
21789491,CONTACTLESS insurance,-12.55,DEB
21789492,Fin: DIRECTLINE INS  CONTACTLESS,-15.07,DEB
21789493,Apple Pay M6 TOLL,-21.63,MPO
21789494,camden parking  ON 7 Jul,-34.46,DEB
21789495,TEBAY SERVICES NORTH ON 6 Aug CARD PAYMENT,-24.66,DEB
21789496,Sundry debit: Direct Debit admiral insurance,-21.01,DD
21789497,DIESEL PAYMENT,-4.87,CSH
21789498,26Jul19 UK FUELS LTD CARD PAYMENT,-4.21,DEB
21789499,SMART PARKING CHELSEA LONDON CARD PAYMENT,-21.65,DEB
21789500,ADMIRAL INSURANCE,-20.3,DEB
21789501,Fin:   tesco pay at pump,-23.8,MPO
21789502,SUNDRY DEBIT ringgo mobile parking 2Aug19,-29.9,MPO
21789503,Sundry debit: CARD PAYMENT 7Aug19 smart parking chelsea london,-11.41,DEB
21789504,CONTACTLESS TESCO PAY AT PUMP,-51.19,DEB
21789505,FUEL SERVICE STATION CONTACTLESS,-25.44,DEB
21789506,Direct Debit  tesco pay at pump,-34.71,DD
21789507,CARD PAYMENT ASDA PETROL,-14.16,DEB
21789508,Sundry debit: george street carpark  ON 11 Jul,-3.16,DEB
21789509,CARD PAYMENT fuel service station,-37.55,DEB
21789510,VIA MOBILE asda petrol ON 31 Jul,-9.95,MPO
21789511,CONTACTLESS fuel service station,-9.28,DEB
21789512,"SUNDRY DEBIT Apple Pay ON 6 Aug diamond valeting, tyres & service",-34.95,MPO
21789513,Sundry debit: CAR RENTAL INSURANCE  ON 25 Jul,-2.59,DEB
21789514,Sundry debit: HALFORDS CONTACTLESS ON 2019-7-5,-38.21,DEB
21789515,tebay services north,-32.86,DD
21789516,Cash at Transact 5Aug19 shell garage,-10.57,CSH
21789517,SHELL GARAGE,-25.4,DEB
21789518,ON 25 Aug paypal payment Cash at Transact,-20.68,CSH
21789519,PARKING CONTACTLESS 20Aug19,-41.09,DEB
21789520,ON 2019-8-13 INSURANCE,-27.78,DEB
21789521,HALFORDS,-23.24,DEB
21789522,Fin: CARD PAYMENT 7Aug19 ASDA STORES PETROL,-19.74,DEB
21789523,bp moto manchester,-12.82,DEB
21789524,SUNDRY DEBIT   admiral insurance,-15.93,DEB
21789525,Sundry debit: CARD PAYMENT  ENTERPRISE CAR RENTAL,-35.03,DEB
21789526,Fin: CARD PAYMENT HALFORDS,-11.23,DEB
21789527,Fin: FORD  5Jul19,-35.52,DEB
21789528,uk fuels ltd,-21.16,DEB
21789529,CARD PAYMENT ASDA PETROL,-7.69,DEB
21789530,ENTERPRISE CAR RENTAL  Cash at Transact,-24.74,CSH
21789531,ON 28 Aug SMART PARKING CHELSEA LONDON CONTACTLESS,-33.11,DEB
21789532,SUNDRY DEBIT Direct Debit TYRE SERVICES ON 16 Jul,-24.34,DD
21789533,parking,-16.42,DEB
21789534,Sundry debit: ON 25 Jul  fuel service station,-43.72,MPO
21789535,tesco pay at pump Cash at Transact,-26.47,CSH
21789536,george street carpark Direct Debit,-26.46,DD
21789537,ON 22 Jul bp moto manchester CARD PAYMENT,-13.32,DEB
21789538,UK FUELS LTD  ON 2019-7-25,-3.76,DD
21789539,ON 10 Jul halfords CARD PAYMENT,-5.76,DEB
21789540,GEORGE STREET CARPARK,-25.71,DEB
21789541,DIRECTLINE INS,-12.28,DD
21789542,camden parking,-37.83,MPO
21789543,toyota,-18.25,DEB
21789544,car rental insurance ON 4 Jul,-31.83,DEB
21789545,enterprise car rental 4Aug19,-48.02,DEB
21789546,30Aug19 SHELL GARAGE,-5.88,MPO
21789547,SUNDRY DEBIT VIA MOBILE tebay services north ON 2019-7-27,-31.65,MPO
21789548,Fin: 21Aug19  CAR RENTAL INSURANCE,-6.87,DEB
21789549,ON 2019-8-1 SHELL GARAGE CARD PAYMENT,-25.69,DEB
21789550,SUNDRY DEBIT FORD ON 2019-7-31,-36.98,CSH
21789551,SUNDRY DEBIT  FUEL SERVICESUK 17Aug19,-18.47,DEB
21789552,tebay services north,-14.94,DEB
21789553,Fin: car rental insurance CARD PAYMENT ON 1 Jul,-4.62,DEB
21789554,16Jul19 smart parking chelsea london,-21.27,DEB
21789555,van diesel 10Jul19,-16.75,DEB
21789556,18Aug19 CARD PAYMENT enterprise car rental,-23.96,DEB
21789557,SUNDRY DEBIT ASDA PETROL  ON 2019-7-26,-11.57,DD
21789558,SUNDRY DEBIT  TOYOTA,-31.98,CSH
21789559,M6 TOLL  ON 2019-8-18,-23.98,CSH
21789560,Sundry debit: CARD PAYMENT  tesco pay at pump,-31.32,DEB
21789561,Fin: 28Jul19 sainsburys petrol,-9.23,CSH
21789562,smart parking chelsea london,-38.53,DEB
21789563,Fin: 23Aug19 WANDSWORTH PARKING Direct Debit,-21.25,DD
21789564,enterprise car rental ON 13 Jul,-22.97,DEB
21789565,ON 2 Aug directline ins,-25.6,CSH
21789566,FUEL SERVICESUK ON 2019-8-21,-6.05,CSH
21789567,tebay services north ON 18 Jul,-18.7,DD
21789568,MERCEDES-BENZ CARS,-34.31,DEB
21789569,CARD PAYMENT  TESCO PAY AT PUMP,-9.2,DEB
21789570,Fin: ON 9 Aug asda petrol,-11.45,MPO
21789571,CONTACTLESS halfords,-23.68,DEB
21789572,rent-a-car ON 2019-7-3,-48.52,MPO
21789573,ringgo mobile parking,-5.68,DEB
21789574,Direct Debit ON 20 Aug admiral insurance,-23.03,DD
21789575,Fin: CONTACTLESS enterprise car rental,-27.45,DEB
21789576,SUNDRY DEBIT  RINGGO MOBILE PARKING,-12.05,DD
21789577,dvla  CONTACTLESS,-20.96,DEB
21789578,CONTACTLESS parking 9Jul19,-40.84,DEB
21789579,SMART PARKING CHELSEA LONDON 18Jul19,-25.18,MPO
21789580,SMART PARKING CHELSEA LONDON CONTACTLESS,-4.91,DEB
21789581,CONTACTLESS FUEL SERVICESUK ON 25 Jul,-2.11,DEB
21789582,VIA MOBILE ONLINE tesco pay at pump,-20.64,MPO
21789583,12Aug19 ASDA PETROL CARD PAYMENT,-22.65,DEB
21789584,Sundry debit:  tebay services north,-31.36,DEB
21789585,Sundry debit:   tesco pay at pump,-40.01,DEB
21789586,M6 TOLL,-13.88,DEB
21789587,Fin:   enterprise car rental,-17.93,CSH
21789588,SUNDRY DEBIT 12Jul19 fuel servicesuk CARD PAYMENT,-24.67,DEB
21789589,fuel servicesuk,-13.7,CSH
21789590,Sundry debit: ON 2019-7-14  SHELL GARAGE,-24.79,DEB
21789591,wandsworth parking,-16.1,MPO
21789592,SUNDRY DEBIT ON 2019-7-5 Apple Pay tesco pay at pump,-19.88,MPO
21789593,ON 4 Aug RINGGO MOBILE PARKING,-23.53,DEB
21789594,Fin:  MORRISON PETROL,-24.57,DEB
21789595,RINGGO MOBILE PARKING CONTACTLESS ON 3 Jul,-33.25,DEB
21789596,ON 10 Jul DVLA VEHICLE TAX,-19.92,MPO
21789597,parking  CARD PAYMENT,-7.42,DEB
21789598,Fin:  HALFORDS,-16.55,DEB
21789599,AXA INSURANCE,-24.88,DEB
21789600,TEBAY SERVICES NORTH VIA MOBILE,-2.03,MPO
21789601,shell garage CONTACTLESS,-20.21,DEB
21789602,Fin: CONTACTLESS SAINSBURYS PETROL,-31.07,DEB
21789603,Direct Debit 15Jul19 ENTERPRISE CAR RENTAL,-19.87,DD
21789604,tebay services north,-10.93,MPO
21789605,ON 28 Jul HALFORDS CONTACTLESS,-25.94,DEB
21789606,RINGGO PARKING    BASINGSTOKE,-8.01,DEB
21789607,ringgo mobile parking,-15.13,CSH
21789608,amznmktplace CARD PAYMENT ON 9 Aug,-24.47,DEB
21789609,CONTACTLESS ford,-20.27,DEB
21789610,"SUNDRY DEBIT diamond valeting, tyres & service",-19.83,DD
21789611,morrison petrol CONTACTLESS,-26.24,DEB
21789612,CARD PAYMENT fuel servicesuk ON 5 Aug,-34.64,DEB
21789613,Fin: directline ins  CARD PAYMENT,-13.4,DEB
21789614,SUNDRY DEBIT CONTACTLESS car rental insurance 27Jul19,-30.02,DEB
21789615,CAR RENTAL INSURANCE 19Jul19,-18.37,DEB
21789616,ON 2019-7-23  ford,-28.45,DEB
21789617,ON 2019-7-20  VAN DIESEL,-21.85,DEB
21789618,SUNDRY DEBIT axa insurance  ON 21 Aug,-5.56,CSH
21789619,SUNDRY DEBIT ringgo mobile parking Cash at Transact,-25.05,CSH
21789620,diesel payment,-13.57,DEB
21789621,Direct Debit parking,-25.86,DD
21789622,CARD PAYMENT DVLA VEHICLE TAX,-35.18,DEB
21789623,SUNDRY DEBIT ON 24 Jul  dvla vehicle tax,-28.08,CSH
21789624,Fin: TESCO PAY AT PUMP VIA MOBILE ONLINE,-7.91,MPO
21789625,SUNDRY DEBIT fuel service station  ON 2019-7-3,-17.48,MPO
21789626,CONTACTLESS FUEL SERVICE STATION,-23.86,DEB
21789627,Apple Pay UK FUELS LTD,-23.58,MPO
21789628,m6 toll CONTACTLESS ON 2019-7-25,-43.58,DEB
21789629,SUNDRY DEBIT   dvla vehicle tax,-7.19,DD
21789630,DVLA VEHICLE TAX 27Aug19 Direct Debit,-24.88,DD
21789631,Sundry debit: CARD PAYMENT fuel service station ON 4 Jul,-32.19,DEB
21789632,car rental insurance 13Jul19,-15.19,MPO
21789633,ON 2019-8-5  smart parking chelsea london,-30.32,DEB
21789634,SUNDRY DEBIT george street carpark,-47.87,DEB
21789635,SUNDRY DEBIT SMART PARKING CHELSEA LONDON CARD PAYMENT ON 2019-7-25,-37.88,DEB
21789636,DIESEL PAYMENT  ON 2019-7-20,-21.0,CSH
21789637,ON 8 Jul AMZNMKTPLACE,-4.58,CSH
21789638,ON 11 Aug DIRECTLINE INS CONTACTLESS,-39.39,DEB
21789639,SUNDRY DEBIT CARD PAYMENT VAN DIESEL,-25.96,DEB
21789640,Fin:   DIRECTLINE INS,-16.9,DEB
21789641,Fin: SAINSBURYS PETROL 28Jul19,-31.71,CSH
21789642,SUNDRY DEBIT camden parking VIA MOBILE ON 2019-7-7,-25.39,MPO
21789643,Sundry debit: ON 2019-8-31  camden parking,-13.6,CSH
21789644,smart parking chelsea london,-13.11,DEB
21789645,CONTACTLESS DVLA VEHICLE TAX,-27.0,DEB
21789646,Apple Pay 15Aug19 UK FUELS LTD,-7.63,MPO
21789647,SUNDRY DEBIT axa insurance,-14.28,DEB
21789648,CAR RENTAL INSURANCE,-10.83,CSH
21789649,Direct Debit enterprise car rental 24Aug19,-35.15,DD
21789650,Fin:  TYRE SERVICES,-11.96,DEB
21789651,"Sundry debit: Direct Debit DIAMOND VALETING, TYRES & SERVICE ON 2019-8-20",-21.54,DD
21789652,PAYPAL PAYMENT,-8.39,MPO
21789653,parking,-39.46,MPO
21789654,"Fin: DIAMOND VALETING, TYRES & SERVICE  ON 13 Aug",-4.09,MPO
21789655,30Aug19 paypal payment CARD PAYMENT,-12.41,DEB
21789656,CARD PAYMENT  FUEL SERVICE STATION,-8.37,DEB
21789657,CARD PAYMENT ON 2019-8-23 fuel service station,-8.51,DEB
21789658,Fin: CONTACTLESS car rental insurance,-12.05,DEB
21789659,tesco pay at pump,-28.85,DEB
21789660,VAN DIESEL,-24.82,CSH
21789661,Fin: ON 2019-8-26 parking,-25.76,MPO
21789662,ON 2019-7-17 ENTERPRISE CAR RENTAL,-19.15,DEB
21789663,Fin: CONTACTLESS DIRECTLINE INS,-12.21,DEB
21789664,enterprise car rental 20Aug19 Apple Pay,-3.42,MPO
21789665,admiral insurance  ON 2019-8-28,-19.91,MPO
21789666,Fin: shell garage  ON 6 Aug,-47.73,DD
21789667,SHELL GARAGE ON 2019-7-25,-31.43,CSH
21789668,tesco pay at pump,-10.2,MPO
21789669,Fin: DVLA VEHICLE TAX  CARD PAYMENT,-31.16,DEB
21789670,CAR RENTAL INSURANCE ON 2019-7-3 Cash at Transact,-32.95,CSH
21789671,TOYOTA ON 16 Aug,-51.12,MPO
21789672,PARKING,-3.79,DEB
21789673,Sundry debit: SAINSBURYS PETROL,-22.72,MPO
21789674,16Jul19 uk fuels ltd CARD PAYMENT,-27.44,DEB
21789675,SUNDRY DEBIT  shell garage 14Jul19,-7.9,DEB
21789676,ON 16 Aug uk fuels ltd,-22.04,DEB
21789677,CARD PAYMENT admiral insurance,-11.96,DEB
21789678,DVLA  CONTACTLESS,-18.68,DEB
21789679,VIA MOBILE ON 30 Jul morrison petrol,-36.9,MPO
